,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,dockerhub_id,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,trending,updated_github_id,gem_url,apt_id,new_addition
107,solid-specification,https://github.com/solid/specification,protocols,Solid Technical Reports.,,['solid'],16,True,solid/specification,,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2023-12-21 16:00:51.000000,2023-12-18 16:59:38,979.0,41.0,38.0,48.0,209.0,173.0,146.0,444.0,1.0,,,22.0,,,,2.0,,2021-12-21 13:00:06,protocol-v0.9.0,,,,,,,,,,,,,,,,,
108,did-core,https://github.com/w3c/did-core,credentials,W3C Decentralized Identifier Specification v1.0.,,['w3c'],16,True,w3c/did-core,,https://github.com/w3c/did-core,W3C,2019-09-10 07:46:26,2023-12-11 00:52:55.000000,2023-04-11 23:37:45,1309.0,,86.0,74.0,488.0,32.0,324.0,387.0,,,,62.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
109,spruceid-didkit,https://www.spruceid.dev/didkit/didkit,ssi-sdks,A cross-platform toolkit for decentralized identity.,,,16,True,spruceid/didkit,,https://github.com/spruceid/didkit,Apache-2.0,2020-10-06 21:52:28,2023-12-21 14:12:22.000000,2023-12-21 14:12:09,306.0,7.0,65.0,32.0,248.0,45.0,72.0,229.0,,4.0,4.0,22.0,,,,3.0,ghcr.io/spruceid/didkit-http,,,,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,,
110,sphereon-ssi,https://github.com/Sphereon-Opensource/SSI-SDK,ssi-sdks,Self Sovereign Identity SDK.,,,16,False,sphereon-opensource/ssi-sdk,,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-11-22 08:30:41,2023-12-15 12:59:12.000000,2023-12-15 12:59:10,1460.0,95.0,7.0,9.0,137.0,4.0,7.0,40.0,29.0,1.0,1.0,13.0,,,,3.0,,2023-10-01 02:16:26,0.17.5,,,,,,,,,,,,,,,,,
111,waltid-walletkit,https://github.com/walt-id/waltid-walletkit,ssi-sdks,Toolkit for SSI and NFT/SBT wallets.,,,16,False,walt-id/waltid-walletkit,,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2023-12-13 10:51:53.446549,2023-12-13 10:46:56,1375.0,9.0,25.0,2.0,111.0,,46.0,33.0,48.0,,,12.0,,,145.0,3.0,waltid/walletkit,2023-12-13 10:51:55,1.2312131047.0,,https://hub.docker.com/r/waltid/walletkit,2023-12-13 10:51:53.446549,,3938.0,,,,,,,,,,,,
112,tbd-ssi-service,https://github.com/TBD54566975/ssi-service,ssi-agents,The Self Sovereign Identity Service.,,['web5'],15,True,tbd54566975/ssi-service,,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2023-12-19 00:06:06.000000,2023-12-05 16:51:07,444.0,24.0,52.0,12.0,508.0,87.0,126.0,140.0,3.0,,,21.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
113,presentation-exchange,https://github.com/decentralized-identity/presentation-exchange,protocols,Specification that codifies an inter-related pair of data formats for defining proof presentations (Presentation..,,['dif'],15,False,decentralized-identity/presentation-exchange,,https://github.com/decentralized-identity/presentation-exchange,Apache-2.0,2020-01-07 23:10:12,2023-12-21 03:43:09.000000,2023-10-05 20:28:43,621.0,6.0,33.0,31.0,227.0,54.0,172.0,75.0,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
114,universal-registrar,https://github.com/decentralized-identity/universal-registrar,dids,Universal Registrar implementation and drivers.,,,15,False,decentralized-identity/universal-registrar,,https://github.com/decentralized-identity/universal-registrar,Apache-2.0,2017-09-29 13:01:11,2023-12-16 19:23:00.000000,2023-12-16 19:23:00,407.0,26.0,25.0,29.0,55.0,13.0,9.0,65.0,2.0,,,12.0,,,,3.0,,2021-10-08 12:33:05,0.2.0,,,,,,,,,,,,,,,,,
115,anoncreds,https://github.com/hyperledger/anoncreds-spec,credentials,The specification for AnonCreds verifiable credential exchange.,,['hyperledger'],15,False,hyperledger/anoncreds-spec,,https://github.com/hyperledger/anoncreds-spec,Apache-2.0,2022-02-19 17:05:57,2023-12-11 09:24:40.000000,2023-12-07 19:24:59,521.0,101.0,25.0,12.0,138.0,29.0,25.0,41.0,,,,25.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
116,sphereon-openid4vci,https://github.com/Sphereon-Opensource/OID4VCI,protocols-sdks,OpenID for Verifiable Credential Issuance - client and issuer library.,,,15,False,sphereon-opensource/openid4vci,,https://github.com/Sphereon-Opensource/OID4VCI,Apache-2.0,2022-10-09 21:29:30,2023-12-18 10:14:45.000000,2023-11-29 23:51:57,628.0,50.0,10.0,6.0,67.0,4.0,9.0,40.0,14.0,,,15.0,,,,1.0,,2023-10-14 23:03:15,0.8.1,,,,,,,,,,,,,,Sphereon-Opensource/OID4VCI,,,
117,sphereon-pex,https://github.com/Sphereon-Opensource/PEX,protocols-sdks,A Typescript implementation of the DIF Presentation Exchange specification.,,,15,False,sphereon-opensource/pex,,https://github.com/Sphereon-Opensource/PEX,Apache-2.0,2021-04-12 14:54:14,2023-12-05 10:03:23.000000,2023-11-28 02:29:24,936.0,24.0,9.0,7.0,105.0,7.0,20.0,27.0,26.0,16.0,16.0,15.0,,,2.0,1.0,,2023-09-28 01:02:52,2.1.2,58.0,,,,,,,,,,,,,,,,
118,waltid-idpkit,https://github.com/walt-id/waltid-idpkit,ssi-infra,OIDC identity provider for digital identity.,,,15,False,walt-id/waltid-idpkit,,https://github.com/walt-id/waltid-idpkit,Apache-2.0,2022-03-21 16:28:15,2023-12-13 11:00:32.879438,2023-12-13 10:56:38,350.0,12.0,6.0,2.0,36.0,,36.0,21.0,28.0,,,9.0,,,34.0,3.0,waltid/idpkit,2023-09-07 16:06:04,1.2309071555.0,,https://hub.docker.com/r/waltid/idpkit,2023-12-13 11:00:32.879438,,715.0,,,,,,,,,,,,
119,fedfm,https://github.com/fedidcg/FedCM,protocols,A privacy preserving identity exchange Web API.,,['w3c'],14,False,fedidcg/FedCM,,https://github.com/fedidcg/FedCM,,2020-03-20 21:58:44,2023-12-18 22:19:43.000000,2023-12-18 22:12:54,679.0,16.0,56.0,75.0,265.0,157.0,103.0,299.0,,,,33.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
120,verity-sdk,https://github.com/evernym/verity-sdk,ssi-sdks,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repo contains..,,,14,False,evernym/verity-sdk,,https://github.com/evernym/verity-sdk,Apache-2.0,2020-06-18 20:16:43,2023-04-11 16:19:34.000000,2023-04-11 16:19:31,1451.0,,38.0,13.0,115.0,,,47.0,,14.0,14.0,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
121,appauth-js,https://github.com/openid/AppAuth-JS,authentication,JavaScript client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],13,False,openid/appauth-js,,https://github.com/openid/AppAuth-JS,Apache-2.0,2017-04-03 11:22:40,2022-10-15 14:37:14.000000,2022-07-19 15:07:09,89.0,,152.0,37.0,93.0,30.0,102.0,944.0,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
122,beyond,https://github.com/cogolabs/beyond,machine,BeyondCorp-inspired HTTPS/SSO Access Proxy. Secure internal services outside your VPN/perimeter network during a zero-..,,,13,False,cogolabs/beyond,,https://github.com/cogolabs/beyond,	Apache-2.0,2017-08-13 18:29:25,2022-05-26 15:15:14.000000,2022-05-25 16:48:25,133.0,,25.0,9.0,2.0,4.0,1.0,244.0,4.0,,,5.0,,,231.0,3.0,cogolabs/beyond,2022-05-26 15:15:14,1.8.10,,https://hub.docker.com/r/cogolabs/beyond,2021-03-16 02:43:33.655703,,17622.0,,,,,,,,,,,,
123,web-access-control,https://github.com/solid/web-access-control-spec,protocols,Web Access Control (WAC).,,['solid'],13,True,solid/web-access-control-spec,,https://github.com/solid/web-access-control-spec,MIT,2016-04-01 18:02:56,2023-12-15 11:01:37.000000,2023-12-15 11:01:36,456.0,9.0,22.0,30.0,41.0,27.0,45.0,117.0,,,,17.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
124,sphereon-siop-oid4vp,https://github.com/Sphereon-Opensource/SIOP-OID4VP,protocols-sdks,Self Issued OpenID Provider v2 (SIOP) with optional OpenID for Verifiable Presentations (OpenID4VP).,,,13,False,sphereon-opensource/siop-oid4vp,,https://github.com/Sphereon-Opensource/SIOP-OID4VP,Apache-2.0,2021-09-08 22:32:38,2023-11-28 02:42:23.000000,2023-11-28 02:39:02,609.0,25.0,19.0,8.0,46.0,5.0,12.0,68.0,13.0,42.0,42.0,12.0,,,0.0,3.0,,,,26.0,,,,,,,,,,,,,,,,
125,bbs-signature,https://github.com/decentralized-identity/bbs-signature,credentials,The BBS Signature Scheme.,,['dif'],13,False,decentralized-identity/bbs-signature,,https://github.com/decentralized-identity/bbs-signature,Apache-2.0,2021-08-23 11:09:09,2023-12-21 00:09:36.000000,2023-12-18 22:24:08,855.0,80.0,19.0,14.0,175.0,9.0,123.0,59.0,,,,16.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
126,sidetree.js,https://github.com/transmute-industries/sidetree.js,dids,Sidetree Core Protocol and DID Method Drivers.,,,13,False,transmute-industries/sidetree.js,,https://github.com/transmute-industries/sidetree.js,Apache-2.0,2020-03-05 16:17:28,2023-11-18 18:29:02.000000,2022-09-20 17:04:09,2014.0,,24.0,9.0,432.0,29.0,75.0,50.0,1.0,1.0,1.0,14.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
127,selective-disclosure-jwt,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,credentials,,,,13,False,oauth-wg/oauth-selective-disclosure-jwt,,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,,2022-05-09 14:15:35,2023-12-21 00:54:00.000000,2023-12-11 17:27:30,705.0,22.0,21.0,11.0,193.0,22.0,183.0,42.0,2.0,,,16.0,,,,3.0,,2023-12-11 17:33:14,draft-ietf-oauth-selective-disclosure-jwt-07,,,,,,,,,,,,,,,,,
128,cf-identity-wallet,https://github.com/cardano-foundation/cf-identity-wallet,ssi-agents,Identity Wallet is an open source mobile application developed by the Cardano Foundation. It provides a digital..,,,12,False,cardano-foundation/cf-identity-wallet,,https://github.com/cardano-foundation/cf-identity-wallet,MPL-2.0,2022-12-19 13:49:48,2023-12-21 14:37:26.000000,2023-12-15 15:22:57,342.0,137.0,4.0,17.0,311.0,,,51.0,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,,True
129,did-key.js,https://github.com/transmute-industries/did-key.js,dids,A DID Key Implementation in TypeScript.,,,12,False,transmute-industries/did-key.js,,https://github.com/transmute-industries/did-key.js,Apache-2.0,2020-06-09 00:16:20,2023-03-15 09:01:48.000000,2022-12-12 16:31:36,556.0,,13.0,9.0,260.0,37.0,10.0,50.0,,178.0,178.0,9.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
130,did-key.rs,https://github.com/decentralized-identity/did-key.rs,dids,Rust implementation of the did:key method.,,['dif'],12,False,decentralized-identity/did-key.rs,,https://github.com/decentralized-identity/did-key.rs,Apache-2.0,2021-01-18 13:26:31,2023-02-10 20:11:47.000000,2023-02-10 20:11:40,37.0,,21.0,14.0,27.0,7.0,8.0,47.0,,56.0,56.0,11.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
131,sphereon-ssi-mobile-wallet,https://github.com/Sphereon-Opensource/ssi-mobile-wallet,ssi-agents,Open-Source Mobile SSI Wallet.,,,11,False,sphereon-opensource/ssi-mobile-wallet,,https://github.com/Sphereon-Opensource/ssi-mobile-wallet,GPL-3.0,2022-11-08 00:55:26,2023-12-19 14:30:42.000000,2023-12-19 14:30:38,913.0,95.0,8.0,6.0,158.0,7.0,10.0,38.0,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
132,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-In-One identity and wallet toolkit.,,,11,False,walt-id/waltid-identity,,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2023-12-21 17:36:12.000000,2023-12-21 17:35:52,255.0,255.0,3.0,1.0,44.0,6.0,2.0,35.0,50.0,,,7.0,,,,3.0,waltid/identity,,,,https://hub.docker.com/r/waltid/identity,,,,,,,,,,,,,,,True
133,waltid-web-wallet,https://github.com/walt-id/waltid-web-wallet,ssi-agents,Custodian identity wallet white-label solution.,,,11,False,walt-id/waltid-web-wallet,,https://github.com/walt-id/waltid-web-wallet,,2023-07-27 19:04:55,2023-12-08 02:28:13.000000,2023-11-24 22:24:16,180.0,120.0,1.0,1.0,69.0,,6.0,,48.0,,,8.0,,,434.0,3.0,waltid/ssikit-web-wallet,2023-11-24 22:29:54,1.2311242224.0,,https://hub.docker.com/r/waltid/ssikit-web-wallet,2023-06-29 16:56:55.416195,,2172.0,,,,,,,,,,,,
134,kepler,https://github.com/spruceid/kepler,ssi-infra,Decentralized storage based on permissioned data overlays called orbits.,,,10,False,spruceid/kepler,,https://github.com/spruceid/kepler,Apache-2.0,2021-03-22 16:14:05,2023-10-20 13:00:41.000000,2023-07-27 11:22:21,202.0,,10.0,20.0,123.0,9.0,15.0,70.0,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
135,universal-wallet-interop-spec,https://github.com/w3c-ccg/universal-wallet-interop-spec,protocols,A data model and abstract interfaces for digital wallets.,,['w3c'],10,False,w3c-ccg/universal-wallet-interop-spec,,https://github.com/w3c-ccg/universal-wallet-interop-spec,W3C,2020-08-25 01:43:15,2023-05-18 13:45:33.000000,2023-02-22 15:32:05,319.0,,12.0,45.0,47.0,42.0,24.0,53.0,,2.0,2.0,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
136,credible,https://github.com/spruceid/wallet,ssi-agents,A reference credential wallet built on Flutter and DIDKit.,,,10,False,spruceid/wallet,,https://github.com/spruceid/wallet,Apache-2.0,2020-07-23 21:18:28,2023-11-21 15:13:51.000000,2023-10-02 22:37:32,194.0,1.0,17.0,19.0,73.0,10.0,24.0,40.0,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
137,keri,https://github.com/WebOfTrust/keri,protocols,KERI Community Development Efforts Meetings Discussion.,,['weboftrust'],10,False,weboftrust/keri,,https://github.com/WebOfTrust/keri,Apache-2.0,2021-10-11 17:54:56,2023-12-08 16:25:57.000000,2023-12-08 16:25:57,245.0,4.0,11.0,10.0,22.0,1.0,3.0,37.0,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
138,vlei,https://github.com/WebOfTrust/vLEI,credentials,Public Open Specifications for GLEIF vLEI (verifiable Legal Entity Identifiers).,,,10,False,weboftrust/vlei,,https://github.com/WebOfTrust/vLEI,Apache-2.0,2021-04-19 14:33:35,2023-11-22 18:27:37.000000,2023-11-22 14:33:11,88.0,3.0,11.0,9.0,34.0,21.0,27.0,25.0,,,,6.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
139,ion-tools,https://github.com/decentralized-identity/ion-tools,dids,Tools and utilities to make working with the ION network and using ION DIDs easy peasy lemon squeezy.,,,9,False,decentralized-identity/ion-tools,,https://github.com/decentralized-identity/ion-tools,Apache-2.0,2021-03-22 20:30:11,2023-07-31 13:48:45.000000,2023-07-31 13:48:42,119.0,,34.0,16.0,23.0,19.0,14.0,139.0,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
140,identity-credential,https://github.com/WICG/identity-credential,credentials,Proposals related to the invocation of digital identity wallets from the web.,,['w3c'],9,False,wicg/identity-credential,,https://github.com/WICG/identity-credential,,2023-04-23 18:07:46,2023-12-18 23:05:24.000000,2023-12-18 23:05:24,59.0,35.0,3.0,21.0,14.0,20.0,17.0,25.0,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,2.0,,,,
141,entra-verifiedid-wallet-library-ios,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on iOS.,,,9,False,microsoft/entra-verifiedid-wallet-library-ios,,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,MIT,2022-11-17 19:38:59,2023-11-06 21:37:50.000000,2023-10-06 14:24:02,60.0,3.0,3.0,10.0,57.0,2.0,1.0,13.0,2.0,,,3.0,,,,3.0,,2023-06-19 17:55:50,1.0.0,,,,,,,,,,,,,,,,,
142,pyMDOC-CBOR,https://github.com/IdentityPython/pyMDOC-CBOR,credentials-sdks,MDOC CBOR static Verifier and Issuer for EUDI Wallet PID and mDL use cases.,,,8,False,IdentityPython/pyMDOC-CBOR,,https://github.com/IdentityPython/pyMDOC-CBOR,Apache-2.0,2023-04-23 15:28:16,2023-12-06 17:35:36.000000,2023-12-06 17:35:36,47.0,3.0,3.0,9.0,,1.0,,8.0,,,,,,,,3.0,,,,,,,,,pymdoccobr,https://pypi.org/project/pymdoccobr,,,,,,,,,,
143,entra-verifiedid-wallet-library-android,https://github.com/microsoft/entra-verifiedid-wallet-library-android,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on Android.,,,7,False,microsoft/entra-verifiedid-wallet-library-android,,https://github.com/microsoft/entra-verifiedid-wallet-library-android,MIT,2022-11-17 18:59:22,2023-12-09 19:07:09.000000,2023-10-06 18:01:30,61.0,2.0,2.0,10.0,60.0,1.0,1.0,15.0,2.0,,,5.0,,,,3.0,,2023-06-20 20:22:25,1.0.0,,,,,,,,,,,,,,,,,
144,ejbca-ce,{},pki,EJBCA Open source public key infrastructure (PKI) and certificate authority (CA) software.,,,2,False,Keyfactor/ejbca,,,,,2023-12-07 12:20:56.570544,,,,,,,,,27.0,,,,,,,,3.0,keyfactor/ejbca-ce,,,,https://hub.docker.com/r/keyfactor/ejbca-ce,2023-12-07 12:20:56.570544,27.0,63208.0,,,,,,,,,,,,
145,cfssl,{},pki,CloudFlares PKI toolkit.,,,2,False,cloudfare/cfssl,,,,,2023-12-20 17:34:02.992836,,,,,,,,,22.0,,,,,,,,3.0,cfssl/cfssl,,,,https://hub.docker.com/r/cfssl/cfssl,2023-12-20 17:34:02.992836,22.0,4077297.0,,,,,,,,,,,,
146,vc-api,{},protocols,,,['w3c'],1,False,w3c-ccg/vs-api,,,W3C,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
147,decentralized-web-node,{},protocols,,,"['dif', 'web5']",0,False,decentralized-identity/decentralize-web-node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,didcomm-messaging,{},protocols,,,['dif'],0,False,decentralized-identity/didcomm-messagging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
