,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id,updated_github_id,github-id
55,identity-server,https://github.com/DuendeSoftware/IdentityServer,authentication,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,,,28,True,duendesoftware/identityserver,,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2024-05-06 23:40:24.000000,2024-05-06 23:40:21,5287.0,19.0,302.0,40.0,784.0,59.0,265.0,1351.0,2024-04-04 20:54:05,7.0.4,57.0,1851.0,1851.0,297.0,,,,2.0,,,,,,,,,,,,,,,,,,
56,whisper,https://github.com/openai/whisper,biometrics,Robust Speech Recognition via Large-Scale Weak Supervision.,,,27,True,openai/whisper,,https://github.com/openai/whisper,MIT,2022-09-16 20:02:54,2024-05-08 01:24:56.000000,2023-12-18 20:11:16,136.0,,6844.0,514.0,222.0,,,60994.0,2023-11-17 19:59:53,20231117,10.0,21.0,21.0,66.0,,,356320.0,3.0,,,,,,,,openai-whisper,https://pypi.org/project/openai-whisper,356320.0,,,,,,,,
57,authentik,https://github.com/goauthentik/authentik,idp,The authentication glue you need.,,,27,True,goauthentik/authentik,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2024-05-09 18:13:54.000000,2024-05-09 17:04:32,14369.0,766.0,527.0,38.0,7351.0,480.0,1578.0,6901.0,2024-05-07 14:56:52,ersion/2024.4.2,100.0,,,245.0,,,100.0,3.0,3118.0,,,,,,,,,,https://charts.goauthentik.io,,,,,,,
58,cerbos,https://github.com/cerbos/cerbos,authorization,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",,,27,True,cerbos/cerbos,,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2024-05-09 17:17:08.000000,2024-05-09 08:18:53,1647.0,126.0,118.0,29.0,1765.0,35.0,303.0,2536.0,2024-05-09 08:08:05,0.36.0,59.0,5.0,5.0,28.0,,,1643.0,3.0,62462.0,ghcr.io/cerbos/cerbos,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,,,
59,kanidm,https://github.com/kanidm/kanidm,idp,"Kanidm: A simple, secure and fast identity management platform.",,,27,True,kanidm/kanidm,,https://github.com/kanidm/kanidm,MPL-2.0,2019-02-02 01:41:26,2024-05-09 16:42:51.000000,2024-05-08 08:50:33,1891.0,106.0,145.0,19.0,1909.0,181.0,583.0,2252.0,2024-05-01 03:02:50,1.2.0,20.0,42.0,42.0,75.0,,,4449.0,3.0,256.0,kanidm/server,https://hub.docker.com/r/kanidm/server,2024-05-01 03:19:31.436627,,280041.0,,,,,,,,,,,,
60,jansen,https://github.com/JanssenProject/jans,idp,An open source enterprise digital identity platform for CIAM or workforce... Janssen is a distribution of standards-..,,['linux-foundation'],27,True,janssenproject/jans,,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2024-05-09 11:57:13.000000,2024-05-09 11:38:47,33925.0,275.0,62.0,31.0,4890.0,375.0,3082.0,403.0,2024-04-16 14:20:28,1.1.1,100.0,,,112.0,,,395.0,3.0,2769.0,,,,,,,,,,,,,,,,,
61,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],27,True,decentralized-identity/ethr-did-resolver,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2024-05-03 21:50:24.000000,2024-04-08 00:43:04,476.0,9.0,66.0,29.0,146.0,5.0,47.0,196.0,2024-02-14 22:03:28,10.1.5,59.0,1520.0,1520.0,26.0,https://www.npmjs.com/package/ethr-did-resolver,16814.0,16814.0,1.0,,,,,,,,,,,,,,,,,,
62,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],27,True,decentralized-identity/did-jwt-vc,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2024-05-08 14:25:22.000000,2024-03-26 04:30:10,367.0,8.0,41.0,23.0,97.0,2.0,48.0,170.0,2024-03-26 04:30:27,4.0.4,58.0,948.0,948.0,22.0,https://www.npmjs.com/package/did-jwt-vc,18255.0,18255.0,1.0,,,,,,,,,,,,,,,,,,
63,node-oidc-provider,https://github.com/panva/node-oidc-provider,authentication,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,,,26,True,panva/node-oidc-provider,oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2024-05-04 13:07:21.000000,2024-05-04 13:06:53,2464.0,5.0,738.0,69.0,248.0,,,3035.0,2024-04-23 11:36:17,8.4.6,100.0,3.0,3.0,73.0,https://www.npmjs.com/package/oidc-provider,187560.0,187560.0,2.0,,,,,,,,,,,,,,,,,,
64,opal,https://github.com/permitio/opal,authorization,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",,,25,True,permitio/opal,,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2024-05-01 13:27:07.000000,2024-04-30 16:47:42,1800.0,103.0,133.0,23.0,389.0,36.0,85.0,2307.0,2024-04-30 17:21:16,0.7.6,34.0,1.0,1.0,58.0,,,4395.0,3.0,626.0,permitio/opal-server,https://hub.docker.com/r/permitio/opal-server,2024-04-30 17:32:51.670462,1.0,170810.0,,,,,,,,,,,,
65,lemur,https://github.com/Netflix/lemur,pki,Repository for the Lemur Certificate Manager.,,,25,True,netflix/lemur,,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2024-05-06 17:42:39.000000,2024-05-06 17:42:31,6196.0,139.0,314.0,418.0,4238.0,120.0,417.0,1696.0,2024-01-17 19:18:46,1.7.0,28.0,,,151.0,,,0.0,2.0,51.0,,,,,,,,,,,,,,,,,
66,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],25,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2024-05-08 01:09:12.000000,2024-05-08 01:09:12,3075.0,102.0,268.0,52.0,2329.0,33.0,226.0,869.0,2024-05-08 01:06:08,1.11.58,100.0,31.0,31.0,86.0,,,,2.0,,,,,,,,,,,,,,,,,,
67,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,25,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2024-05-09 01:22:31.000000,2024-03-28 15:46:16,1857.0,16.0,124.0,24.0,778.0,69.0,375.0,404.0,2024-04-02 18:54:31,6.0.0,44.0,635.0,635.0,55.0,,,,1.0,,,,,,,,,,,,,,,,,,
68,aries-python,https://github.com/hyperledger/aries-cloudagent-python,ssi-sdks,Hyperledger Aries Cloud Agent Python (ACA-Py) is a foundation for building decentralized identity applications and..,,['hyperledger'],25,True,hyperledger/aries-cloudagent-python,,https://github.com/hyperledger/aries-cloudagent-python,Apache-2.0,2019-06-24 18:12:14,2024-05-09 00:42:02.000000,2024-05-08 15:30:58,9239.0,452.0,450.0,29.0,1728.0,221.0,984.0,393.0,2024-05-07 19:38:08,0.11.1,81.0,,,137.0,,,,1.0,,,,,,,,,,,,,,,,,,
69,hanko,https://github.com/teamhanko/hanko,idp,Open Source Authentication and User Management Platform with Passkey Superpowers.,,,24,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2024-05-08 19:55:50.000000,2024-05-07 14:01:34,2055.0,65.0,786.0,31.0,1251.0,38.0,133.0,5433.0,2024-04-29 16:02:30,backend/v0.11.0,22.0,233.0,233.0,44.0,,,7.0,3.0,163.0,,,,,,,,,,,,,,,,,
70,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,24,True,decentralized-identity/universal-resolver,,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2024-05-09 12:26:00.000000,2024-04-30 08:22:55,1748.0,56.0,222.0,58.0,304.0,30.0,85.0,519.0,2022-01-07 16:42:38,0.5.0,6.0,,,107.0,,,1528.0,2.0,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2024-04-30 08:24:25.005271,,123788.0,,,,,,,,,,,,
71,iota-identity,https://github.com/iotaledger/identity.rs,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,24,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity.rs,Apache-2.0,2020-02-06 14:33:11,2024-05-08 14:35:03.000000,2024-04-30 14:16:36,1460.0,24.0,78.0,25.0,1037.0,61.0,241.0,285.0,2024-03-27 14:33:19,1.2.0,28.0,117.0,117.0,38.0,,,,2.0,,,,,,,,,,,,,,,,,,
72,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,23,True,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2024-05-07 09:20:01.000000,2024-04-19 12:03:21,997.0,58.0,457.0,58.0,497.0,110.0,366.0,11960.0,2024-04-22 08:05:51,9.0.2,70.0,,,26.0,,,,3.0,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,
73,permify,https://github.com/Permify/permify,authorization,Open source authorization service inspired by Google Zanzibar to build fine-grained and scalable authorization systems.,,,23,True,permify/permify,,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2024-05-09 14:57:20.000000,2024-05-09 09:20:33,2888.0,359.0,120.0,18.0,1071.0,35.0,139.0,2517.0,2024-05-08 11:31:39,0.8.4,68.0,1.0,1.0,44.0,,,84.0,3.0,1771.0,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,
74,maxkey,https://github.com/dromara/MaxKey,idp,"MaxKey SSO ,Leading-Edge IAM-IDaas(Identity and Access Management) ProductIAM-IDaas,OAuth2.xOpenID..",,,23,True,dromara/MaxKey,,https://github.com/dromara/MaxKey,Apache-2.0,2016-11-16 03:06:50,2024-05-09 12:59:15.000000,2024-05-09 12:58:50,2275.0,39.0,286.0,28.0,106.0,20.0,93.0,1279.0,2024-03-27 23:41:43,4.0.3,58.0,,,40.0,,,113.0,3.0,,maxkeytop/maxkey,https://hub.docker.com/r/maxkeytop/maxkey,2023-10-11 12:25:07.733007,5.0,10208.0,,,,,,,,,,,,
75,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,23,True,freeipa/freeipa,,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2024-05-09 12:46:49.000000,2024-05-07 12:33:04,15872.0,81.0,314.0,52.0,7341.0,,,1088.0,,,,,,223.0,,,39854.0,3.0,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2024-05-08 07:22:40.108391,163.0,5739095.0,,,,,,,,,,,,
76,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,FIDO2 .NET library for FIDO2 / WebAuthn Attestation and Assertion using .NET.,,,23,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2024-03-13 00:54:18.000000,2024-02-28 17:52:12,620.0,5.0,155.0,36.0,266.0,65.0,181.0,1078.0,2022-09-28 20:32:17,3.0.1,15.0,244.0,244.0,44.0,,,,3.0,,,,,,,,,,,,,,,,,,
77,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,23,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2024-05-09 14:43:47.000000,2024-05-09 14:43:47,13476.0,212.0,128.0,12.0,1822.0,945.0,1966.0,323.0,2023-06-16 12:51:58,11.4.3,55.0,,,86.0,,,99.0,3.0,7730.0,,,,,,,,,,,,,,,,,
78,dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],23,True,TBD54566975/dwn-sdk-js,tbd54566975/dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-05-09 01:23:26.000000,2024-05-07 19:13:19,484.0,38.0,95.0,18.0,474.0,67.0,188.0,320.0,2024-05-07 19:14:16,0.3.2,44.0,377.0,377.0,43.0,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,2.0,,,,,,,,,,,,,,,,,,
79,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['openwallet-foundation'],23,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2024-05-09 06:49:22.000000,2024-05-08 10:39:15,965.0,67.0,164.0,28.0,1150.0,132.0,542.0,239.0,2024-05-01 14:26:31,0.5.3,81.0,3.0,3.0,61.0,,,,2.0,,,,,,,,,,,,,,,,,,
80,hyperledger-anoncreds-rs,https://github.com/hyperledger/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],23,False,hyperledger/anoncreds-rs,,https://github.com/hyperledger/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2024-05-07 20:07:12.000000,2024-04-08 23:28:32,791.0,17.0,40.0,15.0,225.0,24.0,84.0,69.0,2024-02-13 10:21:42,0.2.0,30.0,81.0,81.0,22.0,,,6711.0,2.0,107388.0,,,,,,,,,,,,,,,,,
81,deepfacelive,https://github.com/iperov/DeepFaceLive,biometrics,Real-time face swap for PC streaming or video calls.,,,22,True,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2023-07-28 10:14:16.000000,2023-07-28 10:14:10,326.0,,3804.0,331.0,25.0,1.0,143.0,23494.0,2023-01-21 09:26:53,TINA_SHIFT,35.0,,,11.0,,,25398.0,3.0,888952.0,,,,,,,,,,,,,,,,,
82,openbr,https://github.com/biometrics/openbr,biometrics,"Open Source Biometrics, Face Recognition.",,,22,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2024-04-26 14:52:24.000000,2024-04-24 20:50:56,4045.0,8.0,759.0,253.0,336.0,63.0,210.0,2838.0,2015-09-29 22:50:55,1.1.0,4.0,,,58.0,,,875.0,3.0,110274.0,,,,,,,,,,,,,,,,,
83,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],22,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2024-04-22 23:07:41.000000,2024-04-22 22:53:53,407.0,13.0,688.0,96.0,327.0,161.0,344.0,1698.0,2024-04-22 23:07:41,1.7.5,31.0,,,50.0,,,,3.0,,,,,,,,,,,,,,,,,,
84,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,22,True,cyberark/conjur,,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2023-11-20 08:18:32.000000,2023-10-13 18:18:58,3449.0,,122.0,48.0,1887.0,207.0,901.0,757.0,2023-08-04 21:07:07,1.20.0,73.0,,,96.0,,,74417.0,3.0,403.0,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2023-10-27 18:55:35.655413,30.0,7069232.0,,,,,,,,,,,,
85,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],22,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2024-05-08 20:29:16.000000,2024-04-23 05:45:40,14961.0,36.0,659.0,112.0,18.0,,,682.0,,,,129.0,129.0,733.0,,,,3.0,,,,,,,,,,,,,,,,,,
86,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],22,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2024-05-03 23:01:15.000000,2024-03-25 01:03:55,393.0,4.0,41.0,23.0,129.0,3.0,18.0,205.0,2023-03-08 14:05:37,4.1.0,24.0,5976.0,5976.0,24.0,,,,2.0,,,,,,,,,,,,,,,,,,
87,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,21,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2024-05-04 11:30:12.000000,2024-05-04 11:30:12,564.0,1.0,281.0,62.0,149.0,193.0,570.0,5429.0,2020-09-02 15:57:23,2.6.1,11.0,,,61.0,,,220.0,3.0,16506.0,,,,,,,,,,,,,,,howdy,,
88,opensk,https://github.com/google/OpenSK,authentication,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2..,,['cncf'],21,True,google/OpenSK,,https://github.com/google/OpenSK,Apache-2.0,2019-12-17 18:55:43,2024-04-30 09:29:29.000000,2024-04-30 09:07:08,1281.0,2.0,273.0,92.0,493.0,27.0,161.0,2907.0,2021-06-23 10:02:43,ctap2.0,1.0,78.0,78.0,24.0,,,,3.0,,,,,,,,,,,,,,,,,,
89,webauthn-json,https://github.com/github/webauthn-json,authentication,A small WebAuthn API wrapper that translates to/from pure JSON using base64url.,,,21,True,github/webauthn-json,github/webauthn-json,https://github.com/github/webauthn-json,MIT,2019-07-01 18:52:54,2024-05-03 13:27:49.000000,2024-05-03 13:27:43,284.0,2.0,52.0,263.0,29.0,7.0,39.0,724.0,2023-01-31 02:32:05,2.1.1,52.0,1293.0,1293.0,13.0,https://www.npmjs.com/package/github/webauthn-json,,,3.0,,,,,,,,,,,,,,,,,,
90,indy-node,https://github.com/hyperledger/indy-node,ssi-sdks,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],21,True,hyperledger/indy-node,,https://github.com/hyperledger/indy-node,Apache-2.0,2016-12-21 05:45:04,2024-04-16 16:24:34.000000,2024-03-14 17:02:52,4919.0,10.0,642.0,69.0,1760.0,36.0,56.0,676.0,2024-02-09 14:17:29,1.13.2,37.0,,,104.0,,,10.0,2.0,603.0,,,,,,,,,,,,,,,,,
91,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],21,False,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2024-05-03 21:25:16.000000,2024-03-25 02:20:25,293.0,6.0,15.0,14.0,119.0,2.0,10.0,83.0,2023-07-03 18:25:08,2.0.27,38.0,966.0,966.0,12.0,https://www.npmjs.com/package/web-did-resolver,21798.0,21798.0,2.0,,,,,,,,,,,,,,,,,,
92,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],21,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,,2019-11-21 00:49:46,2024-05-06 18:11:16.000000,2024-05-06 18:10:10,2593.0,102.0,32.0,16.0,3341.0,51.0,96.0,65.0,2024-05-03 10:58:55,2.2.0,24.0,835.0,835.0,23.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,3.0,,,,,,,,,,,,,,,,,,
93,facenet,https://github.com/davidsandberg/facenet,biometrics,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4669.0,567.0,122.0,502.0,620.0,13524.0,,,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,
94,gotrue,https://github.com/netlify/gotrue,idp,An SWT based API for managing users and issuing SWT tokens.,,,20,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2023-12-18 22:01:36.000000,2023-08-31 21:53:17,639.0,,274.0,66.0,222.0,6.0,126.0,3724.0,2022-02-09 12:50:28,1.0.1,2.0,11.0,11.0,39.0,,,,3.0,,,,,,,,,,,,,,,,,,
95,webauthn,https://github.com/w3c/webauthn,specs,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],20,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2024-05-01 22:53:06.000000,2024-04-27 23:52:50,2287.0,29.0,153.0,180.0,865.0,80.0,1063.0,1095.0,2018-03-20 13:11:25,CR-00-20180320,7.0,,,75.0,,,,1.0,,,,,,,,,,,,,,,,,,
96,sidetree,https://github.com/decentralized-identity/sidetree,specs,Sidetree Specification and Reference Implementation.,,['dif'],20,False,decentralized-identity/sidetree,,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2023-12-18 20:07:43.000000,2023-04-04 19:14:54,1149.0,,103.0,40.0,682.0,37.0,441.0,435.0,2021-03-09 22:06:35,1.0.2,12.0,34.0,34.0,47.0,,,,1.0,,,,,,,,,,,,,,,,,,
97,webauthn4j,https://github.com/webauthn4j/webauthn4j,authentication,A portable Java library for WebAuthn(Passkeys) server side verification.,,,20,True,webauthn4j/webauthn4j,,https://github.com/webauthn4j/webauthn4j,Apache-2.0,2018-05-20 12:14:36,2024-05-07 12:33:24.000000,2024-05-07 12:32:13,2298.0,64.0,68.0,21.0,754.0,4.0,98.0,384.0,2024-05-01 08:03:08,0.24.0.RELEASE,56.0,,,27.0,,,,3.0,,,,,,,,,,,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,
98,aries-rfcs,https://github.com/hyperledger/aries-rfcs,specs,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",,['hyperledger'],20,True,hyperledger/aries-rfcs,,https://github.com/hyperledger/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2024-05-03 17:48:45.000000,2024-05-03 17:47:21,2287.0,61.0,212.0,51.0,597.0,55.0,175.0,317.0,,,,,,86.0,,,,1.0,,,,,,,,,,,,,,,,,,
99,aries-framework-go,https://github.com/hyperledger-archives/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,True,hyperledger/aries-framework-go,,https://github.com/hyperledger-archives/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2024-03-27 16:44:00.000000,2024-03-27 16:36:25,3197.0,1.0,157.0,20.0,2046.0,388.0,1196.0,241.0,2023-05-09 10:57:15,0.3.2,14.0,3.0,3.0,62.0,,,,2.0,,,,,,,,,,,,,,,,,hyperledger-archives/aries-framework-go,
100,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,20,True,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2024-04-25 12:03:05.000000,2024-01-23 08:35:12,1730.0,,108.0,28.0,350.0,40.0,73.0,185.0,2023-06-11 17:23:23,8.4.0,49.0,32.0,32.0,52.0,,,,3.0,,,,,,,,,,,,,,,,,,
101,web5-js,https://github.com/TBD54566975/web5-js,ssi-sdks,Monorepo for the Web5 JS TypeScript implementation.,,['web5'],20,True,TBD54566975/web5-js,web5/api,https://github.com/TBD54566975/web5-js,Apache-2.0,2023-03-06 19:11:53,2024-05-09 18:13:52.000000,2024-05-08 17:48:08,521.0,86.0,42.0,7.0,336.0,56.0,131.0,116.0,2024-05-08 17:50:03,@web5/user-agent@0.3.5,50.0,67.0,67.0,28.0,https://www.npmjs.com/package/web5/api,,,2.0,,,,,,,,,,,,,,,,,,
102,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-in-one open-source identity and wallet toolkit.,,,20,False,walt-id/waltid-identity,,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2024-05-09 10:24:47.000000,2024-05-06 09:23:44,1767.0,1216.0,30.0,7.0,332.0,10.0,42.0,91.0,2024-03-14 09:49:49,0.2.0,100.0,,,18.0,,,,2.0,,waltid/identity,https://hub.docker.com/r/waltid/identity,,,,,,,,,,,,,,,
103,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Polygon ID.,,,20,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,Apache-2.0,2022-11-08 12:11:09,2024-05-06 16:47:59.000000,2024-04-26 13:01:44,451.0,46.0,24.0,4.0,187.0,7.0,30.0,49.0,2024-04-26 13:02:23,1.12.0,55.0,163.0,163.0,18.0,,,,2.0,,,,,,,,,,,,,,,,,,
104,trinsic-sdk,https://github.com/trinsic-id/sdk,ssi-sdks,Trinsic SDK repository.,,,20,False,trinsic-id/sdk,,https://github.com/trinsic-id/sdk,Apache-2.0,2021-04-26 20:47:34,2024-05-08 15:43:03.000000,2024-05-08 15:42:45,1130.0,31.0,16.0,12.0,1300.0,1.0,321.0,28.0,2024-03-27 21:54:10,1.14.0,17.0,,,27.0,,,369.0,2.0,11461.0,,,,,,,,,,,,,,,,,
105,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],19,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2024-04-22 08:32:13.000000,2023-07-12 07:05:13,339.0,,820.0,241.0,245.0,193.0,529.0,2741.0,,,,,,47.0,,,,3.0,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,
106,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,19,True,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-10-20 20:55:26.000000,2023-10-20 20:55:26,151.0,,281.0,99.0,42.0,28.0,24.0,2544.0,,,,,,26.0,,,1887.0,3.0,,,,,,,,pyja3,https://pypi.org/project/pyja3,1887.0,,,,,,,,
107,ladon,https://github.com/ory/ladon,authorization,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,['ory'],19,True,ory/ladon,,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2024-04-09 09:14:25.000000,2024-03-05 10:04:59,150.0,1.0,222.0,63.0,106.0,3.0,56.0,2346.0,2024-03-06 13:35:30,1.3.0,41.0,,,51.0,,,,3.0,,,,,,,,,,,,,,,,,,
